age,bigram_frequency,concreteness,correct,diversity,word_freq,initial,letters,response_time,sex,subject,item,trans_prob
21,,,1,,,city,5,462,0,2,awtch,0
21,,,1,,,please,5,462,1,22,alned,0
20,0,3.48,1,0,1637,helix,6,462,1,25,allies,0
22,,,1,,,clearly,6,462,0,31,awcked,0
22,,,1,,,field,5,462,0,31,apsed,0
19,,,1,,,knight,5,462,0,5,alide,0
19,11,1.57,1,110,1159,trade,6,462,1,9,accord,0.000700666
21,21,1.57,1,29,1159,lake,6,463,1,16,accord,0.010085729
20,17,2,1,7,56231,surfaced,5,463,1,19,again,0.038674033
21,0,2,1,0,56231,hoary,5,463,1,22,again,0
20,43,2.59,1,138,1600,red,5,463,1,29,alert,0.001453488
20,0,4.11,1,0,19076,exclaim,3,463,1,30,air,0
20,35,2.38,1,2048,30410,or,4,463,0,7,able,0.0000324
19,26,2.46,1,3,27467,wrongful,3,463,1,9,act,0.07804878
19,0,2.12,1,0,117138,trellis,5,463,1,9,after,0
21,,,1,,,recent,5,464,1,10,aived,0
19,19,2.71,1,6,10940,wheelchair,6,464,0,11,access,0.017160686
21,20,3.33,1,199,25748,face,5,464,1,14,above,0.000343073
21,11,1.57,1,110,1159,trade,6,464,1,14,accord,0.000700666
21,,,1,,,city,5,464,1,16,awtch,0
22,0,2.71,1,0,3597,opulent,5,464,0,17,abuse,0
21,0,4.4,1,0,5078,saccade,5,464,1,18,adult,0
20,13,1.45,1,21,2220,purely,8,464,1,19,abstract,0.004290172
21,10,3.97,1,259,966,back,6,464,0,2,aboard,0.000489
21,,,1,,,yearly,4,464,0,2,aoll,0
22,,,1,,,works,5,464,1,28,arnde,0
20,0,1.57,1,0,1159,nemesis,6,464,1,29,accord,0
19,,,1,,,sound,6,464,1,3,awphth,0
20,,,1,,,socks,4,464,0,32,almn,0
20,,,1,,,front,5,464,0,4,apths,0
20,,,1,,,account,3,464,1,6,ank,0
20,0,1.57,1,0,1159,nemesis,6,464,1,8,accord,0
19,0,2.86,1,0,21857,jink,3,465,0,11,age,0
19,,,1,,,subject,4,465,0,11,arls,0
22,,,1,,,manage,4,465,1,12,acth,0.016881827
21,33,2.72,1,148,3941,working,6,465,1,15,abroad,0.0007179
22,,,1,,,sound,6,465,0,17,awphth,0
21,131,2.45,1,289,3304,whole,6,465,1,22,affair,0.000535834
19,,,1,,,comes,4,465,1,24,alve,0
20,100,3.14,1,125,4254,kept,5,465,1,25,alive,0.002446526
22,0,2.27,1,0,262447,warren,3,465,1,28,all,0
22,,,1,,,despite,4,465,1,28,ards,0
19,13,1.77,1,1,197116,brag,5,465,1,3,about,0.351351351
20,11,4.11,1,122,19076,former,3,465,0,4,air,0.001237259
21,20,3.33,1,199,25748,face,5,466,1,10,above,0.000343073
19,11,2.73,1,16,10437,cab,6,466,0,11,advice,0.01616031
21,,,1,,,connection,5,466,0,2,aunde,0
21,103,2.73,1,111,10437,offer,6,466,1,22,advice,0.001386001
21,16,4.11,1,2,19076,ambient,3,466,1,22,air,0.0778
19,,,1,,,month,4,466,0,23,abbs,0.000588755
19,43,2.59,1,138,1600,red,5,466,1,24,alert,0.001453488
19,,,1,,,sheet,5,466,1,24,armth,0
19,10,2,1,119,56231,green,5,466,1,26,again,0.00177632
19,0,3.32,1,0,7290,wicket,6,466,1,27,active,0
19,,,1,,,group,4,466,1,27,aizo,0
22,11,2.45,1,16,3304,recruit,6,466,1,28,affair,0.041797283
20,16,4.11,1,2,19076,ambient,3,466,1,29,air,0.0778
19,28,2.38,1,19,30410,scarcely,4,466,1,3,able,0.007159905
20,0,2.27,1,0,262447,warren,3,466,1,30,all,0
20,0,2.72,1,0,3941,talisman,6,466,0,32,abroad,0
20,,,1,,,force,6,466,1,6,aished,0
22,12,2.12,1,220,117138,black,5,467,1,12,after,0.003132404
21,,,1,,,sheet,5,467,1,15,armth,0
20,10,3.07,1,144,25203,support,6,467,1,19,across,0.00187699
20,19,2.71,1,6,10940,wheelchair,6,467,1,19,access,0.017160686
20,12,4.4,1,15,5078,mature,5,467,1,19,adult,0.006774362
22,,,1,,,lead,5,467,1,21,aized,0
19,10,3.48,1,103,1637,natural,6,467,1,24,allies,0.015857492
19,13,3.97,1,26,966,climb,6,467,1,24,aboard,0.004906334
19,28,2.38,1,19,30410,scarcely,4,467,1,24,able,0.007159905
20,153,2.31,1,1375,5780,their,7,467,1,25,absence,0.0000422
20,,,1,,,despite,4,467,1,25,ards,0
19,10,2.74,1,8,15429,finite,6,467,1,3,amount,0.025316456
20,,,1,,,knight,5,468,0,13,alide,0
21,40,3.32,1,12,7290,chronic,6,468,1,14,active,0.006462985
21,22,2.71,1,7,3597,racial,5,468,0,2,abuse,0.01875
19,22,1.8,1,240,56208,white,7,468,1,27,against,0.000814531
22,10,2.72,1,11,3941,shipped,6,468,0,31,abroad,0.022099448
20,,,1,,,razor,6,468,0,32,akrath,0
20,25,2.86,1,155,22099,common,6,469,0,13,action,0.000712368
20,,,1,,,time,6,469,0,13,aphlar,0
21,10,1.45,1,395,2220,these,8,469,1,14,abstract,0.000112
21,0,2.71,1,0,3597,opulent,5,469,1,14,abuse,0
21,19,2.71,1,6,10940,wheelchair,6,469,1,15,access,0.017160686
21,35,2.86,1,4,22099,reflex,6,469,1,15,action,0.046321526
22,0,2.74,1,0,15429,chevron,6,469,0,17,amount,0
21,,,1,,,force,6,469,1,22,aished,0
19,0,4.11,1,0,19076,exclaim,3,469,1,24,air,0
20,,,1,,,table,6,469,0,32,amonte,0
20,0,2.59,1,0,1600,orate,5,469,1,8,alert,0
20,,,1,,,involved,5,469,1,8,arned,0
20,0,3.14,1,0,4254,habitat,5,470,0,13,alive,0
21,0,3.07,1,0,25203,assemblage,6,470,1,14,across,0
21,,,1,,,month,4,470,1,15,abbs,0.000588755
22,0,2.59,1,0,1600,orate,5,470,0,17,alert,0
21,14,2.71,1,787,10940,any,6,470,1,18,access,0.0000886
21,,,1,,,speech,4,470,1,18,atru,0
20,,,1,,,socks,4,470,1,19,almn,0
21,,,1,,,sheet,5,470,1,20,armth,0
22,,,1,,,sound,6,470,1,21,awphth,0
21,0,2.27,1,0,262447,warren,3,470,1,22,all,0
20,,,1,,,project,6,470,1,25,ainged,0
19,12,2.12,1,220,117138,black,5,470,1,26,after,0.003132404
19,,,1,,,force,6,470,1,27,aished,0
20,24,2.27,1,3,262447,amidst,3,470,1,29,all,0.296370968
20,24,2.46,1,342,27467,every,3,470,0,32,act,0.000772355
20,0,4.11,1,0,19076,exclaim,3,471,1,1,air,0
21,,,1,,,subject,4,471,1,10,arls,0
22,,,1,,,subject,4,471,1,12,arls,0
20,0,3.07,1,0,25203,assemblage,6,471,0,13,across,0
20,0,2.12,1,0,117138,trellis,5,471,0,13,after,0
21,281,1.52,1,143,2682878,few,3,471,1,18,and,0.001304734
21,,,1,,,recent,5,471,1,18,aived,0
22,10,3.08,1,9,15891,graphic,7,471,1,21,account,0.018656716
22,,,1,,,answer,4,471,1,21,aggs,0
19,0,1.77,1,0,197116,acronym,5,471,0,23,about,0
19,,,1,,,connection,5,471,0,23,aunde,0
19,14,2.27,1,295,262447,big,3,471,1,27,all,0.00121179
20,,,1,,,laminate,5,471,1,29,alemn,0
20,14,2.71,1,787,10940,any,6,471,0,32,access,0.0000886
20,59,2.86,1,102,21857,modern,3,472,1,1,age,0.000758725
21,,,1,,,clearly,6,472,1,10,awcked,0
22,103,2.73,1,111,10437,offer,6,472,1,12,advice,0.001386001
20,,,1,,,front,5,472,1,19,apths,0
22,,,1,,,advance,6,472,1,21,ashluk,0
19,,,1,,,steam,5,472,0,23,amibe,0
19,,,1,,,output,5,472,0,23,anths,0
19,11,4.11,1,122,19076,former,3,472,1,24,air,0.001237259
19,,,1,,,poor,5,472,1,24,aphth,0
19,11,4.11,1,122,19076,former,3,472,1,3,air,0.001237259
19,0,3.07,1,0,25203,assemblage,6,472,1,3,across,0
20,,,1,,,knight,5,472,1,30,alide,0
22,0,2.74,1,0,15429,chevron,6,472,0,31,amount,0
20,12,4.4,1,15,5078,mature,5,472,0,32,adult,0.006774362
20,13,2.71,1,597,3597,who,5,472,0,4,abuse,0.000174
20,,,1,,,lion,5,472,0,4,alogg,0
20,,,1,,,month,4,472,1,6,abbs,0.000588755
20,10,3.48,1,103,1637,natural,6,472,0,7,allies,0.015857492
21,,,1,,,picture,6,473,1,10,anuque,0
22,0,1.52,1,0,2682878,drubs,3,473,0,17,and,0
20,,,1,,,market,5,473,1,19,awhus,0
20,12,2.12,1,220,117138,black,5,473,1,25,after,0.003132404
20,,,1,,,poor,5,473,0,32,aphth,0
20,10,2.72,1,11,3941,shipped,6,473,0,4,abroad,0.022099448
20,,,1,,,connection,5,473,0,7,aunde,0
20,0,4.4,1,0,5078,saccade,5,473,1,8,adult,0
21,10,2.59,1,19,1600,flood,5,474,1,16,alert,0.022222222
19,10,2.59,1,19,1600,flood,5,474,0,23,alert,0.022222222
19,,,1,,,nudge,6,474,1,24,awshed,0
20,11,2.73,1,16,10437,cab,6,474,1,29,advice,0.01616031
22,,,1,,,final,5,474,0,31,ainns,0
20,13,1.77,1,1,197116,brag,5,474,0,32,about,0.351351351
22,,,1,,,mug,6,475,0,17,alched,0
21,,,1,,,group,4,475,1,20,aizo,0
20,10,2.12,1,1,117138,seeker,5,475,1,25,after,0.126582278
19,0,2.86,1,0,22099,xylophone,6,475,1,26,action,0
20,0,3.32,1,0,7290,wicket,6,475,1,30,active,0
22,10,2.74,1,8,15429,finite,6,475,0,31,amount,0.025316456
22,,,1,,,force,6,475,0,31,aished,0
20,,,1,,,table,6,475,0,7,amonte,0
20,40,3.32,1,12,7290,chronic,6,475,1,8,active,0.006462985
20,,,1,,,sound,6,476,1,1,awphth,0
21,0,2.71,1,0,10940,taxes,6,476,1,16,access,0
22,35,3.08,1,750,15891,our,7,476,0,17,account,0.000336821
22,59,2.86,1,102,21857,modern,3,476,0,17,age,0.000758725
21,,,1,,,easy,3,476,1,18,ags,0
20,,,1,,,please,5,476,1,19,alned,0
21,24,2.86,1,3,21857,bygone,3,476,1,20,age,0.155339806
21,22,2.71,1,7,3597,racial,5,476,1,20,abuse,0.01875
22,0,3.07,1,0,25203,assemblage,6,476,1,21,across,0
22,33,2.72,1,148,3941,working,6,476,1,28,abroad,0.0007179
19,19,2.71,1,6,10940,wheelchair,6,476,1,3,access,0.017160686
19,0,3.48,1,0,1637,helix,6,476,1,3,allies,0
20,0,3,1,0,8238,quad,3,476,1,6,add,0
20,,,1,,,fire,5,476,0,7,aifes,0
20,,,1,,,seven,6,476,0,7,amooph,0
21,,,1,,,nudge,6,477,1,10,awshed,0
21,,,1,,,letter,5,477,1,18,ardge,0
21,,,1,,,socks,4,477,1,20,almn,0
22,24,2.86,1,3,21857,bygone,3,477,1,21,age,0.155339806
19,17,3,1,196,8238,four,3,477,1,27,add,0.000303523
19,12,4.4,1,15,5078,mature,5,477,1,3,adult,0.006774362
19,,,1,,,lion,5,477,1,3,alogg,0
20,0,1.57,1,0,1159,nemesis,6,477,0,4,accord,0
20,,,1,,,lead,5,477,0,4,aized,0
19,0,2.71,1,0,10940,taxes,6,477,0,5,access,0
20,,,1,,,final,5,477,1,6,ainns,0
20,,,1,,,razor,6,477,1,6,akrath,0
20,,,1,,,lion,5,477,1,8,alogg,0
20,0,4.11,1,0,19076,exclaim,3,478,0,13,air,0
21,0,2.27,1,0,262447,warren,3,478,1,16,all,0
21,,,1,,,form,6,478,1,16,arnths,0
20,10,4.4,1,252,5078,large,5,478,1,19,adult,0.000444168
22,0,3.08,1,0,15891,oaf,7,478,1,21,account,0
19,10,2.72,1,11,3941,shipped,6,478,1,24,abroad,0.022099448
20,35,2.38,1,2048,30410,or,4,478,1,25,able,0.0000324
22,,,1,,,project,6,478,0,31,ainged,0
20,,,1,,,market,5,478,1,6,awhus,0
20,11,2.74,1,109,15429,extra,6,478,0,7,amount,0.00199078
20,24,2.46,1,342,27467,every,3,478,0,7,act,0.000772355
19,0,3.97,1,0,966,comely,6,478,1,9,aboard,0
20,,,1,,,field,5,479,1,1,apsed,0
20,,,1,,,speech,4,479,1,1,atru,0
21,0,2.38,1,0,30410,yonder,4,479,0,2,able,0
21,,,1,,,forward,6,479,0,2,arthed,0
20,0,2.86,1,0,21857,jink,3,479,1,25,age,0
19,10,3.48,1,103,1637,natural,6,479,1,26,allies,0.015857492
20,,,1,,,mug,6,479,1,29,alched,0
19,,,1,,,tank,6,479,0,5,aruild,0
21,10,2.12,1,1,117138,seeker,5,480,1,10,after,0.126582278
19,13,1.77,1,1,197116,brag,5,480,0,11,about,0.351351351
22,,,1,,,bag,5,480,1,12,ampts,0
21,,,1,,,comes,4,480,1,14,alve,0
21,10,3.48,1,103,1637,natural,6,480,1,20,allies,0.015857492
21,,,1,,,lion,5,480,1,20,alogg,0
21,26,2.46,1,3,27467,wrongful,3,480,1,22,act,0.07804878
19,,,1,,,advance,6,480,1,24,ashluk,0
22,0,2.86,1,0,22099,xylophone,6,480,0,31,action,0
20,,,1,,,lead,5,480,0,7,aized,0
19,33,2.72,1,148,3941,working,6,480,1,9,abroad,0.0007179
20,103,2.73,1,111,10437,offer,6,481,1,1,advice,0.001386001
21,,,1,,,fire,5,481,1,10,aifes,0
19,21,1.57,1,29,1159,lake,6,481,0,11,accord,0.010085729
22,100,3.14,1,125,4254,kept,5,481,1,12,alive,0.002446526
20,,,1,,,manage,4,481,0,13,acth,0.016881827
22,,,1,,,group,4,481,0,17,aizo,0
21,0,3.08,1,0,15891,oaf,7,481,0,2,account,0
21,336,1.77,1,1743,197116,with,5,481,1,20,about,0.0000261
19,0,2.86,1,0,22099,xylophone,6,481,0,23,action,0
20,,,1,,,month,4,481,1,25,abbs,0.000588755
19,,,1,,,bag,5,481,1,26,ampts,0
22,,,1,,,final,5,481,1,28,ainns,0
22,0,2.27,1,0,262447,warren,3,481,0,31,all,0
20,,,1,,,sound,6,481,1,8,awphth,0
21,,,1,,,form,6,482,1,10,arnths,0
19,10,3.08,1,9,15891,graphic,7,482,0,11,account,0.018656716
21,43,2.59,1,138,1600,red,5,482,1,15,alert,0.001453488
21,10,3.33,1,2,25748,airspace,5,482,1,15,above,0.117647059
21,,,1,,,comes,4,482,1,16,alve,0
20,35,2.38,1,2048,30410,or,4,482,1,19,able,0.0000324
21,,,1,,,sound,6,482,1,22,awphth,0
20,17,3,1,196,8238,four,3,482,1,29,add,0.000303523
19,,,1,,,speech,4,482,1,3,atru,0
22,,,1,,,speech,4,482,0,31,atru,0
20,0,3.07,1,0,25203,assemblage,6,482,0,4,across,0
19,,,1,,,subject,4,482,0,5,arls,0
20,0,2.86,1,0,22099,xylophone,6,482,0,7,action,0
20,,,1,,,bag,5,482,0,7,ampts,0
20,11,4.11,1,122,19076,former,3,482,1,8,air,0.001237259
20,336,1.77,1,1743,197116,with,5,483,1,1,about,0.0000261
21,0,1.77,1,0,197116,acronym,5,483,1,10,about,0
21,0,2.12,1,0,117138,trellis,5,483,1,10,after,0
21,,,1,,,speech,4,483,1,15,atru,0
21,,,1,,,sheet,5,483,1,16,armth,0
20,,,1,,,laminate,5,483,1,19,alemn,0
21,24,2.46,1,342,27467,every,3,483,1,20,act,0.000772355
21,33,2.72,1,148,3941,working,6,483,1,20,abroad,0.0007179
22,0,2.71,1,0,10940,taxes,6,483,1,21,access,0
19,153,2.31,1,1375,5780,their,7,483,0,5,absence,0.0000422
20,,,1,,,form,6,483,1,8,arnths,0
20,0,4.11,1,0,19076,exclaim,3,484,1,19,air,0
20,0,3.14,1,0,4254,habitat,5,484,1,19,alive,0
21,12,4.4,1,15,5078,mature,5,484,0,2,adult,0.006774362
21,11,2.73,1,16,10437,cab,6,484,1,20,advice,0.01616031
22,,,1,,,field,5,484,1,21,apsed,0
19,281,1.52,1,143,2682878,few,3,484,1,26,and,0.001304734
19,,,1,,,art,5,484,1,26,ainde,0
19,,,1,,,fire,5,484,1,27,aifes,0
20,22,2.71,1,7,3597,racial,5,484,1,30,abuse,0.01875
19,,,1,,,front,5,484,0,5,apths,0
19,11,1.57,1,110,1159,trade,6,485,0,11,accord,0.000700666
21,,,1,,,razor,6,485,1,16,akrath,0
21,10,3.08,1,9,15891,graphic,7,485,1,16,account,0.018656716
21,0,2.71,1,0,3597,opulent,5,485,1,18,abuse,0
21,19,2.71,1,6,10940,wheelchair,6,485,1,20,access,0.017160686
22,,,1,,,poor,5,485,1,21,aphth,0
22,100,3.14,1,125,4254,kept,5,485,1,28,alive,0.002446526
20,0,3.48,1,0,1637,helix,6,485,1,29,allies,0
20,,,1,,,time,6,485,1,29,aphlar,0
19,131,2.45,1,289,3304,whole,6,485,1,3,affair,0.000535834
20,16,4.11,1,2,19076,ambient,3,485,1,30,air,0.0778
20,10,4.4,1,252,5078,large,5,485,0,7,adult,0.000444168
20,10,3.07,1,144,25203,support,6,485,0,7,across,0.00187699
20,10,3.08,1,9,15891,graphic,7,485,1,8,account,0.018656716
20,153,2.31,1,1375,5780,their,7,486,0,13,absence,0.0000422
21,,,1,,,answer,4,486,1,14,aggs,0
21,,,1,,,front,5,486,1,15,apths,0
20,0,2.71,1,0,10940,taxes,6,486,1,19,access,0
20,,,1,,,despite,4,486,1,19,ards,0
21,25,2.86,1,155,22099,common,6,486,0,2,action,0.000712368
21,10,4.4,1,252,5078,large,5,486,0,2,adult,0.000444168
21,21,1.57,1,29,1159,lake,6,486,0,2,accord,0.010085729
21,33,2.72,1,148,3941,working,6,486,1,22,abroad,0.0007179
19,,,1,,,letter,5,486,1,24,ardge,0
20,0,3.32,1,0,7290,wicket,6,486,1,25,active,0
19,10,2.72,1,11,3941,shipped,6,486,1,27,abroad,0.022099448
19,,,1,,,manage,4,486,1,27,acth,0.016881827
19,,,1,,,march,6,486,1,3,ancsed,0
20,11,2.74,1,109,15429,extra,6,486,1,30,amount,0.00199078
19,35,2.38,1,2048,30410,or,4,486,0,5,able,0.0000324
20,10,2.72,1,11,3941,shipped,6,486,1,6,abroad,0.022099448
19,25,2.86,1,155,22099,common,6,486,1,9,action,0.000712368
22,0,2,1,0,56231,hoary,5,487,1,12,again,0
21,51,3.48,1,2,1637,wartime,6,487,1,14,allies,0.048710602
21,59,2.86,1,102,21857,modern,3,487,1,15,age,0.000758725
20,,,1,,,letter,5,487,1,19,ardge,0
19,16,4.11,1,2,19076,ambient,3,487,1,27,air,0.0778
22,,,1,,,bed,8,487,0,31,aughntch,0
20,0,2.31,1,0,5780,ribbed,7,487,1,6,absence,0
21,10,3.07,1,144,25203,support,6,488,1,16,across,0.00187699
20,,,1,,,group,4,488,1,19,aizo,0
21,,,1,,,razor,6,488,0,2,akrath,0
21,,alemn,1,,,laminate,0,488,1,20,,0.010085729
22,17,2,1,7,56231,surfaced,5,488,1,21,again,0.038674033
21,43,2.59,1,138,1600,red,5,488,1,22,alert,0.001453488
22,13,1.77,1,1,197116,brag,5,488,1,28,about,0.351351351
22,0,3.33,1,0,25748,dissemble,5,488,1,28,above,0
20,10,3.08,1,9,15891,graphic,7,488,1,30,account,0.018656716
19,68,1.8,1,1,56208,grudge,7,488,0,5,against,0.352331606
20,11,2.45,1,16,3304,recruit,6,489,1,1,affair,0.041797283
21,0,3.32,1,0,7290,wicket,6,489,1,10,active,0
19,10,3.33,1,2,25748,airspace,5,489,0,11,above,0.117647059
22,25,2.86,1,155,22099,common,6,489,1,12,action,0.000712368
20,,,1,,,hugs,4,489,0,13,aths,0
21,13,3.97,1,26,966,climb,6,489,0,2,aboard,0.004906334
19,,,1,,,connection,5,489,1,27,aunde,0
19,25,2.86,1,155,22099,common,6,489,0,5,action,0.000712368
19,0,2.45,1,0,3304,sable,6,489,0,5,affair,0
20,10,3.33,1,2,25748,airspace,5,489,0,7,above,0.117647059
20,0,2.12,1,0,117138,trellis,5,489,0,7,after,0
20,24,2.86,1,3,21857,bygone,3,489,1,8,age,0.155339806
20,10,2.74,1,8,15429,finite,6,490,1,19,amount,0.025316456
22,10,4.4,1,252,5078,large,5,490,1,21,adult,0.000444168
19,,,1,,,raw,5,490,1,27,aiced,0
22,,,1,,,please,5,490,0,31,alned,0
20,22,1.8,1,240,56208,white,7,490,0,4,against,0.000814531
19,22,2.71,1,7,3597,racial,5,490,0,5,abuse,0.01875
21,14,2.71,1,787,10940,any,6,491,1,10,access,0.0000886
21,10,2.72,1,11,3941,shipped,6,491,1,16,abroad,0.022099448
19,,,1,,,lion,5,491,0,23,alogg,0
22,59,2.86,1,102,21857,modern,3,491,1,28,age,0.000758725
22,,,1,,,manage,4,491,1,28,acth,0.016881827
20,,,1,,,form,6,491,0,32,arnths,0
20,,,1,,,saved,6,491,0,4,ashrim,0
19,0,1.57,1,0,1159,nemesis,6,491,0,5,accord,0
20,24,2.27,1,3,262447,amidst,3,491,1,6,all,0.296370968
20,10,1.52,1,1,2682878,acne,3,491,1,8,and,0.0746
20,0,2.86,1,0,22099,xylophone,6,492,1,1,action,0
20,35,2.86,1,4,22099,reflex,6,492,1,1,action,0.046321526
21,,,1,,,works,5,492,1,10,arnde,0
22,13,1.45,1,21,2220,purely,8,492,1,12,abstract,0.004290172
22,,,1,,,yearly,4,492,1,12,aoll,0
22,,alemn,1,,,laminate,0,492,1,12,,0.010085729
20,11,1.57,1,110,1159,trade,6,492,0,13,accord,0.000700666
21,,,1,,,despite,4,492,1,14,ards,0
21,,,1,,,lead,5,492,1,15,aized,0
21,0,3.32,1,0,7290,wicket,6,492,1,16,active,0
19,0,3.07,1,0,25203,assemblage,6,492,1,27,across,0
20,0,2.86,1,0,21857,jink,3,492,1,29,age,0
20,100,3.14,1,125,4254,kept,5,492,0,7,alive,0.002446526
20,22,2.71,1,7,3597,racial,5,492,1,8,abuse,0.01875
19,43,2.59,1,138,1600,red,5,492,1,9,alert,0.001453488
19,,,1,,,speech,4,492,1,9,atru,0
22,,,1,,,recent,5,493,1,12,aived,0
21,10,2.74,1,8,15429,finite,6,493,1,14,amount,0.025316456
21,0,2.74,1,0,15429,chevron,6,493,1,15,amount,0
22,14,2.27,1,295,262447,big,3,493,0,17,all,0.00121179
22,,,1,,,recent,5,493,0,17,aived,0
21,0,3.32,1,0,7290,wicket,6,493,1,18,active,0
20,100,3.14,1,125,4254,kept,5,493,1,19,alive,0.002446526
22,0,2.12,1,0,117138,trellis,5,493,1,21,after,0
22,0,4.4,1,0,5078,saccade,5,493,1,21,adult,0
22,,,1,,,tank,6,493,1,21,aruild,0
21,,,1,,,answer,4,493,1,22,aggs,0
21,,,1,,,connection,5,493,1,22,aunde,0
19,10,2.59,1,19,1600,flood,5,493,1,26,alert,0.022222222
19,0,2.31,1,0,5780,ribbed,7,493,1,3,absence,0
20,35,3.08,1,750,15891,our,7,493,0,4,account,0.000336821
19,0,2.86,1,0,21857,jink,3,493,0,5,age,0
20,,,1,,,sheet,5,494,1,1,armth,0
21,336,1.77,1,1743,197116,with,5,494,1,10,about,0.0000261
21,103,2.73,1,111,10437,offer,6,494,1,10,advice,0.001386001
21,22,1.8,1,240,56208,white,7,494,1,15,against,0.000814531
21,,,1,,,yearly,4,494,1,15,aoll,0
21,12,2.12,1,220,117138,black,5,494,0,2,after,0.003132404
21,0,3.33,1,0,25748,dissemble,5,494,1,20,above,0
22,10,3.48,1,103,1637,natural,6,494,1,21,allies,0.015857492
21,24,2.46,1,342,27467,every,3,494,1,22,act,0.000772355
22,25,2.86,1,155,22099,common,6,494,1,28,action,0.000712368
22,40,3.32,1,12,7290,chronic,6,494,0,31,active,0.006462985
20,,,1,,,coding,4,494,0,4,ance,0
22,,,1,,,output,5,495,1,21,anths,0
19,68,1.8,1,1,56208,grudge,7,495,0,23,against,0.352331606
20,59,2.86,1,102,21857,modern,3,495,1,25,age,0.000758725
19,14,2.71,1,787,10940,any,6,495,1,26,access,0.0000886
22,0,3.97,1,0,966,comely,6,495,1,28,aboard,0
20,,,1,,,ways,6,495,1,30,almbed,0
20,14,2.71,1,787,10940,any,6,495,0,4,access,0.0000886
20,336,1.77,1,1743,197116,with,5,495,0,7,about,0.0000261
19,14,2.71,1,787,10940,any,6,496,0,11,access,0.0000886
21,10,3.07,1,144,25203,support,6,496,1,15,across,0.00187699
19,0,3.07,1,0,25203,assemblage,6,496,1,26,across,0
19,,,1,,,nudge,6,496,1,26,awshed,0
19,0,1.52,1,0,2682878,drubs,3,496,1,27,and,0
20,0,3.97,1,0,966,comely,6,496,1,29,aboard,0
19,,,1,,,works,5,496,0,5,arnde,0
19,26,2.46,1,3,27467,wrongful,3,497,0,11,act,0.07804878
21,19,2.71,1,6,10940,wheelchair,6,497,1,18,access,0.017160686
19,,,1,,,tank,6,497,0,23,aruild,0
19,100,3.14,1,125,4254,kept,5,497,1,24,alive,0.002446526
19,,,1,,,course,7,497,1,3,aughthe,0
22,,,1,,,fire,5,497,0,31,aifes,0
20,,,1,,,march,6,497,0,32,ancsed,0
19,40,3.32,1,12,7290,chronic,6,497,1,9,active,0.006462985
20,,,1,,,poor,5,498,1,1,aphth,0
22,10,3.97,1,259,966,back,6,498,1,12,aboard,0.000489
22,13,2.71,1,597,3597,who,5,498,1,12,abuse,0.000174
20,0,2.59,1,0,1600,orate,5,498,0,13,alert,0
21,,,1,,,nudge,6,498,1,15,awshed,0
22,0,1.57,1,0,1159,nemesis,6,498,0,17,accord,0
21,,,1,,,form,6,498,1,18,arnths,0
21,13,2.71,1,597,3597,who,5,498,0,2,abuse,0.000174
22,,alemn,1,,,laminate,0,498,1,21,,0.010085729
19,17,2,1,7,56231,surfaced,5,498,0,23,again,0.038674033
19,,,1,,,form,6,498,1,26,arnths,0
19,10,2.59,1,19,1600,flood,5,498,1,27,alert,0.022222222
19,,,1,,,bed,8,498,1,27,aughntch,0
20,,,1,,,knight,5,498,1,29,alide,0
19,,,1,,,city,5,498,1,3,awtch,0
20,22,1.8,1,240,56208,white,7,498,1,30,against,0.000814531
22,336,1.77,1,1743,197116,with,5,498,0,31,about,0.0000261
20,,,1,,,easy,3,498,0,32,ags,0
20,22,2.71,1,7,3597,racial,5,498,0,4,abuse,0.01875
21,,,1,,,coding,4,499,1,10,ance,0
22,10,1.45,1,395,2220,these,8,499,1,12,abstract,0.000112
21,26,2.46,1,3,27467,wrongful,3,499,1,14,act,0.07804878
21,14,2.71,1,787,10940,any,6,499,1,16,access,0.0000886
21,24,2.86,1,3,21857,bygone,3,499,1,16,age,0.155339806
21,10,2.74,1,8,15429,finite,6,499,1,20,amount,0.025316456
21,10,3.07,1,144,25203,support,6,499,1,22,across,0.00187699
19,10,2.12,1,1,117138,seeker,5,499,0,23,after,0.126582278
19,0,1.57,1,0,1159,nemesis,6,499,0,23,accord,0
22,28,2.38,1,19,30410,scarcely,4,499,1,28,able,0.007159905
22,0,3.14,1,0,4254,habitat,5,499,0,31,alive,0
19,11,1.57,1,110,1159,trade,6,499,0,5,accord,0.000700666
20,24,2.46,1,342,27467,every,3,500,1,1,act,0.000772355
20,0,3.32,1,0,7290,wicket,6,500,1,1,active,0
20,24,2.86,1,3,21857,bygone,3,500,0,13,age,0.155339806
20,11,4.11,1,122,19076,former,3,500,1,19,air,0.001237259
20,22,1.8,1,240,56208,white,7,500,1,19,against,0.000814531
20,10,3.48,1,103,1637,natural,6,500,1,19,allies,0.015857492
20,,,1,,,art,5,500,1,19,ainde,0
21,13,1.45,1,21,2220,purely,8,500,0,2,abstract,0.004290172
21,,,1,,,poor,5,500,1,20,aphth,0
19,10,3.97,1,259,966,back,6,500,1,24,aboard,0.000489
19,11,2.45,1,16,3304,recruit,6,500,1,24,affair,0.041797283
19,59,2.86,1,102,21857,modern,3,500,0,5,age,0.000758725
20,,,1,,,poor,5,500,0,7,aphth,0
19,,,1,,,time,6,500,1,9,aphlar,0
20,13,1.77,1,1,197116,brag,5,501,1,1,about,0.351351351
